lfdb_id,lectin,glycotoucan_id,iupac_name,glycan_class,mass_Da,Ka_x10e4_per_M,source
LfDB0065,Galectin-3 (Human) CRD,G26039ES,Gal(b1-4)Glc-ol,disaccharide,344.13,0.565,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G60785FE,GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1724.66,0.510,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G53238US,Glc(a1-4)Glc(a1-4)Glc-ol,oligosaccharide,506.18,0.431,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G19949UL,Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1398.5,0.399,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G16717IV,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1521.58,0.360,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G15317IZ,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1560.55,0.309,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G38426SE,,unknown,,0.243,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G84170WO,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1722.61,0.212,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G75829VK,Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc-ol,oligosaccharide,709.26,0.164,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G21251LN,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1521.58,0.120,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G55979JS,Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,2881.03,0.045,LfDB/FAC/GlyCosmos
LfDB0065,Galectin-3 (Human) CRD,G66257KQ,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc-ol,polysaccharide,1884.66,0.024,LfDB/FAC/GlyCosmos
