GlyCosmos Lectin Number,Lectin Name,Short name,UniProt ID,PDB IDs,LfDB ID,Monosaccharide Specificity,Organism,Taxonomy ID,MCAW IDs
GL_004936,"Flavonol synthase/flavanone 3-hydroxylase","",Q41452,"","","",Solanum tuberosum,4113,""
GL_001817,"Rhamnogalacturonate lyase A","",Q5AX45,"","","",Aspergillus nidulans FGSC A4,227321,""
GL_000185,"C-type lectin domain family 4 member F","",Q8N1N0,"","","",Homo sapiens,9606,""
GL_001741,"Pleiotrophin","",P21246,"2N6F|8VOH|8VOI","","",Homo sapiens,9606,""
GL_004509,"Glucose-6-phosphate isomerase","",Q2P380,"","","",Xanthomonas oryzae pv. oryzae MAFF 311018,342109,""
GL_003881,"ATP-dependent 6-phosphofructokinase","",Q1WTT3,"","","",Ligilactobacillus salivarius UCC118,362948,""
GL_002546,"Glucokinase","",Q1R8X8,"","","",Escherichia coli UTI89,364106,""
GL_002012,"Galactose-binding lectin","",C0HLX7,"","","",Chondrilla caribensis,1336846,""
GL_003396,"ATP-dependent 6-phosphofructokinase subunit alpha","",Q92448,"","","",Komagataella phaffii GS115,644223,""
GL_003724,"Glucose-6-phosphate isomerase","",Q2KCY8,"","","",Rhizobium etli CFN 42,347834,""
GL_002677,"Hexokinase-2","",P04807,"1IG8|2YHX|5UWT","","",Saccharomyces cerevisiae S288C,559292,""
GL_005088,"Phytanoyl-CoA dioxygenase","",Q9ZVF6,"","","",Arabidopsis thaliana,3702,""
GL_002607,"Glucokinase","",A1JLD7,"","","",Yersinia enterocolitica subsp. enterocolitica 8081,393305,""
GL_004198,"Glucose-6-phosphate isomerase","",Q07Z24,"","","",Shewanella frigidimarina NCIMB 400,318167,""
GL_004236,"ATP-dependent 6-phosphofructokinase","",Q8Y6W0,"","","",Listeria monocytogenes EGD-e,169963,""
GL_004118,"D-ribose pyranase","",B1YL34,"","","",Exiguobacterium sibiricum 255-15,262543,""
GL_002271,"Agglutinin isolectin VI (Fragment)","",Q9SYR5,"1EIS","","",Urtica dioica,3501,""
GL_004456,"D-ribose pyranase","",Q2YVA4,"","","",Staphylococcus aureus RF122,273036,""
GL_000248,"Calnexin","",P24643,"1JHN|8RJC|8RJD","","",Canis lupus familiaris,9615,""
GL_004413,"D-ribose pyranase","",B5BIQ2,"","","",Salmonella enterica subsp. enterica serovar Paratyphi A str. AKU_12601,554290,""
GL_003901,"Glucose-6-phosphate isomerase","",Q7U6T0,"","","",Parasynechococcus marenigrum WH 8102,84588,""
GL_000971,"Protein FAM3B","",Q9D309,"2YOP|2YOQ","","",Mus musculus,10090,""
GL_001428,"D-threitol dehydrogenase","",A0QYC2,"","","",Mycolicibacterium smegmatis MC2 155,246196,""
GL_002277,"BEL-beta trefoil","",R4GRU4,"4I4Q","","",Boletus edulis,36056,""
GL_000962,"Protein A40","",P21063,"","","",Vaccinia virus Copenhagen,10249,""
GL_002033,"L-selectin","",Q95235,"","","",Pongo pygmaeus,9600,""
GL_003571,"ATP-dependent 6-phosphofructokinase","",C1FM55,"","","",Clostridium botulinum A2 str. Kyoto,536232,""
GL_002382,"Lectin alpha chain","",P86624,"3SH3","","",Macropsychanthus wilsonii,763456,""
GL_000645,"L-type lectin-domain containing receptor kinase IV.2","",Q9M345,"","","",Arabidopsis thaliana,3702,""
GL_001429,"D-threitol-binding protein","",A0QYB5,"4RSM","","",Mycolicibacterium smegmatis MC2 155,246196,""
GL_000626,"Killer cell lectin-like receptor subfamily F member 1","",Q8MI05,"","","",Macaca fascicularis,9541,""
GL_001383,"CD209 antigen-like protein A","",Q91ZX1,"","","",Mus musculus,10090,""
GL_000715,"Lectin alpha chain","",P02869,"","","",Lathyrus odoratus,3859,""
GL_003235,"Cyclomaltodextrin glucanotransferase","",P09121,"","","",Bacillus sp. 38-2,1412,""
GL_001417,"Contactin-2","",P22063,"","","",Rattus norvegicus,10116,""
GL_002361,"Mannose-specific lectin","GNA|GNL",P30617,"1JPC|1MSA|1NIV","LfDB0206","Man",Galanthus nivalis,4670,""
GL_002432,"","TJA-II",,"","LfDB0225","Others",,,""
GL_004949,"PKHD-type hydroxylase YbiX","",Q0T6F7,"","","",Shigella flexneri 5 str. 8401,373384,""
GL_002449,"Endoglin","",Q63961,"","","",Mus musculus,10090,""
GL_001312,"Beta-galactosidase","",B1LIM9,"","","",Escherichia coli SMS-3-5,439855,""
GL_002753,"Rano class II histocompatibility antigen, D-1 beta chain","",P18211,"","","",Rattus norvegicus,10116,""
GL_002553,"Hexokinase-like 1 protein","",Q9FZG4,"","","",Arabidopsis thaliana,3702,""
GL_000972,"Protein FAM3B","",P58499,"","","",Homo sapiens,9606,""
GL_004100,"ATP-dependent 6-phosphofructokinase","",B5QWZ5,"","","",Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,550537,""
GL_001136,"Tachylectin-2","",Q27084,"1TL2|3KIF|3KIH","","",Tachypleus tridentatus,6853,""
GL_004790,"Ribose import binding protein RbsB","",P36949,"","","",Bacillus subtilis subsp. subtilis str. 168,224308,""
GL_001831,"Sclerostin","",Q99P67,"","","",Rattus norvegicus,10116,""
GL_004902,"1-aminocyclopropane-1-carboxylate oxidase","",P31239,"","","",Pisum sativum,3888,""
GL_003927,"Glucose-6-phosphate isomerase","",Q72MT7,"","","",Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130,267671,""
GL_002804,"Probable xyloglucan endotransglucosylase/hydrolase protein","",P93349,"","","",Nicotiana tabacum,4097,""
GL_001163,"U5-theraphotoxin-Hs1d","",B3FIS1,"","","",Cyriopagopus schmidti,29017,""
GL_004094,"ATP-dependent 6-phosphofructokinase","",A9MI50,"","","",Salmonella enterica subsp. arizonae serovar 62:z4,z23:-,41514,""
GL_000665,"Ladderlectin","",P81018,"","","",Oncorhynchus mykiss,8022,""
GL_000567,"Jacalin-related lectin 15","",H3JUC3,"","","",Arabidopsis thaliana,3702,""
GL_000809,"Neurocan core protein","",P55067,"","","",Rattus norvegicus,10116,""
GL_004324,"D-ribose pyranase 1","",Q1AXG1,"","","",Rubrobacter xylanophilus DSM 9941,266117,""
GL_004022,"ATP-dependent 6-phosphofructokinase","",Q65VM6,"","","",[Mannheimia] succiniciproducens MBEL55E,221988,""
GL_004899,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3","",Q96Q83,"2IUW|8JNK|8JNR","","",Homo sapiens,9606,""
GL_002863,"Xyloglucan endotransglucosylase/hydrolase protein 14","",Q9ZSU4,"","","",Arabidopsis thaliana,3702,""
GL_004940,"Isopenicillin N synthase","",P05326,"1BK0|1BLZ|1HB1|1HB2|1HB3|1HB4|1IPS|1OBN|1OC1|1ODM|1ODN|1QIQ|1QJE|1QJF|1UZW|1W03|1W04|1W05|1W06|1W3V|1W3X|2BJS|2BU9|2IVI|2IVJ|2JB4|2VAU|2VBB|2VBD|2VBP|2VCM|2VE1|2WO7|2Y60|2Y6F|3ZKU|3ZKY|3ZOI|4BB3|6Y0O|6Y0P|6ZAE|6ZAF|6ZAG|6ZAH|6ZAI|6ZAJ|6ZAK|6ZAL|6ZAM|6ZAN|6ZAO|6ZAP|6ZAQ|6ZW8|7P3L|7POY|7PSW|7ZOE|8A4G|8ALI|8ALJ|8BB9|8BBA|8BBB|8BBC|8BBD|8BSV|8BSW|8BSX|8BSY|8P46|8P47|8P48|8P7O|8P7P|8PTV|8PY5|8PY6|8PY7|8PY8|8PY9|8PYA","","",Aspergillus nidulans FGSC A4,227321,""
GL_000450,"G-type lectin S-receptor-like serine/threonine-protein kinase SD1-13","",Q9LPZ9,"","","",Arabidopsis thaliana,3702,""
GL_002026,"L-rhamnose-binding lectin CSL2","",P86178,"","","",Oncorhynchus keta,8018,""
GL_005250,"Prolyl hydroxylase EGLN3","",Q9H6Z9,"","","",Homo sapiens,9606,""
GL_003483,"Glucose-6-phosphate isomerase","",B2S370,"","","",Treponema pallidum subsp. pallidum SS14,455434,""
GL_002527,"N-acetylglucosamine kinase 1","",Q59RW5,"","","",Candida albicans SC5314,237561,""
GL_003280,"L-fucose mutarotase","",Q0T156,"","","",Shigella flexneri 5 str. 8401,373384,""
GL_001024,"Pulmonary surfactant-associated protein D","",Q1PBC5,"","","",Macaca mulatta,9544,""
GL_001885,"Uncharacterized protein YiiZ","",P43020,"","","",Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,""
GL_003040,"Endo-1,4-beta-xylanase 1","",P79046,"","","",[Humicola] grisea var. thermoidea,5528,""
GL_001765,"Probable rhamnogalacturonate lyase A","",A2R2L1,"","","",Aspergillus niger CBS 513.88,425011,""
GL_001771,"Probable rhamnogalacturonate lyase B","",A1D144,"","","",Aspergillus fischeri NRRL 181,331117,""
GL_001503,"Galactose-3-O-sulfotransferase 3","",Q96A11,"","","",Homo sapiens,9606,""
GL_003993,"ATP-dependent 6-phosphofructokinase","",A4TSA7,"","","",Yersinia pestis Pestoides F,386656,""
GL_000032,"Agglutinin alpha-1 chain (Fragment)","",P83422,"","","",Morus nigra,85232,""
GL_004673,"N-acetylmuramic acid 6-phosphate etherase","",Q6GCT5,"","","",Staphylococcus aureus subsp. aureus MSSA476,282459,""
GL_000241,"Calcium up-regulated protein A","",Q55FW5,"","","",Dictyostelium discoideum,44689,""
GL_002770,"Phosphoglucan phosphatase DSP4, chloroplastic","",Q9FEB5,"3NME|4PYH","","",Arabidopsis thaliana,3702,""
GL_001583,"Glucans biosynthesis protein G","",B1LIW2,"","","",Escherichia coli SMS-3-5,439855,""
GL_004092,"D-ribose pyranase","",B9KA10,"","","",Thermotoga neapolitana DSM 4359,309803,""
GL_003671,"Glucose-6-phosphate isomerase","",Q8XI54,"","","",Clostridium perfringens str. 13,195102,""
GL_002215,"Orf protein","",Q47644,"1QOH|2BOS|4P2C","","",Escherichia coli,562,""
GL_000803,"Natural killer cells antigen CD94","",Q863H3,"","","",Bos taurus,9913,""
GL_004321,"Glucose-6-phosphate isomerase","",Q5XE09,"","","",Streptococcus pyogenes MGAS10394,286636,""
GL_002861,"Uridylate-specific endoribonuclease","",Q3V188,"","","",Mus musculus,10090,""
GL_002444,"Beta-1,3-glucan-binding protein","",Q8MU95,"2KHA|3AQY|3AQZ","","",Plodia interpunctella,58824,""
GL_004866,"N-acetylmuramic acid 6-phosphate etherase","",B7KFK5,"","","",Gloeothece citriformis PCC 7424,65393,""
GL_000772,"Main hemagglutinin component type D","",P0DPR1,"2E4M","","",Clostridium botulinum D phage,29342,""
GL_002173,"Fimbrial adhesin","",J7QR14,"","","",Escherichia coli,562,""
GL_000088,"Bark lectin isoform 1","",U3KRG0,"4IHZ|4II0","","",Crateva tapia,202635,""
GL_004379,"ATP-dependent 6-phosphofructokinase isozyme 1","",B7MI48,"","","",Escherichia coli S88,585035,""
GL_001946,"C-type lectin domain family 4, member a4","",Q5YIR8,"3VYJ|3VYK","","",Mus musculus,10090,""
GL_001879,"Uncharacterized isomerase YHR210C","",P38893,"","","",Saccharomyces cerevisiae S288C,559292,""
GL_005200,"PKHD-type hydroxylase Nham_1514","",Q1QN61,"","","",Nitrobacter hamburgensis X14,323097,""
GL_002999,"Endo-1,4-beta-xylanase B","",Q02290,"","","",Neocallimastix patriciarum,4758,""
GL_001887,"Uncharacterized protein YphG","",P76585,"","","",Escherichia coli K-12,83333,""
GL_003877,"Glucose-6-phosphate isomerase","",Q5H0A7,"","","",Xanthomonas oryzae pv. oryzae KACC 10331,291331,""
GL_000653,"L-type lectin-domain containing receptor kinase S.7","",A0A0P0VIP0,"","","",Oryza sativa Japonica Group,39947,""
GL_002896,"Exoglucanase 1","",P15828,"4CSI","","",[Humicola] grisea var. thermoidea,5528,""
GL_003271,"L-fucose mutarotase","",B7LEY4,"","","",Escherichia coli 55989,585055,""
GL_003172,"Protein phosphatase 1 regulatory subunit 3B","",Q803M0,"","","",Danio rerio,7955,""
GL_003373,"D-ribose pyranase","",Q0TAW1,"","","",Escherichia coli 536,362663,""
GL_003018,"Endoglucanase C","",P27033,"","","",Cellvibrio japonicus Ueda107,498211,""
GL_000055,"Alpha-amylase inhibitor 2","",Q41114,"","","",Phaseolus vulgaris,3885,""
GL_000753,"Lectin-like protein EP153R","",O89335,"","","",African swine fever virus tick/South Africa/Pretoriuskop Pr4/1996,561443,""
GL_001595,"Glucans biosynthesis protein G","",B7NAS5,"","","",Escherichia coli UMN026,585056,""
GL_004117,"Glucose-6-phosphate isomerase","",Q0SXP3,"","","",Shigella flexneri 5 str. 8401,373384,""
GL_004679,"Multiple sugar-binding periplasmic receptor ChvE","",P25548,"3URM|3UUG","","",Agrobacterium fabrum str. C58,176299,""
GL_000445,"G-type lectin S-receptor-like serine/threonine-protein kinase LECRK4","",Q7FAZ0,"","","",Oryza sativa Japonica Group,39947,""
GL_005212,"1-deoxypentalenic acid 11-beta-hydroxylase","",E3VWI4,"","","",Streptomyces arenae,29301,""
GL_003448,"Glucose-6-phosphate isomerase","",P96803,"","","",Mycolicibacterium smegmatis,1772,""
GL_002275,"Lectin SCAfet (Fragment)","",Q9ZP48,"1DLP","","",Hyacinthoides hispanica,81759,""
GL_004329,"Glucose-6-phosphate isomerase","",Q660E3,"","","",Borreliella bavariensis PBi,290434,""
GL_001328,"Beta-galactosidase","",Q6D736,"","","",Pectobacterium atrosepticum SCRI1043,218491,""
GL_005012,"PKHD-type hydroxylase Sbal195_0750","",A9L129,"","","",Shewanella baltica OS195,399599,""
GL_003999,"Glucose-6-phosphate isomerase","",A0KEM2,"","","",Aeromonas hydrophila subsp. hydrophila ATCC 7966,380703,""
GL_000586,"Jacalin-related lectin 39","",Q9M1A6,"","","",Arabidopsis thaliana,3702,""
GL_004161,"ATP-dependent 6-phosphofructokinase","",Q9Z6C3,"","","",Enterobacter cloacae,550,""
GL_003884,"Glucose-6-phosphate isomerase","",C0Q4C6,"","","",Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594,476213,""
GL_001676,"L-erythrulose 1-kinase","",A0R758,"","","",Mycolicibacterium smegmatis MC2 155,246196,""
GL_000067,"Arcelin-4","",Q43629,"","","",Phaseolus vulgaris,3885,""
GL_003427,"Glucose-6-phosphate isomerase 2","",Q1QUG5,"","","",Chromohalobacter israelensis DSM 3043,290398,""
GL_003492,"Glucose-6-phosphate isomerase","",P44312,"","","",Haemophilus influenzae Rd KW20,71421,""
GL_000316,"Chitinase-3-like protein 1","",Q8SPQ0,"1LJY|1SYT|1ZBV|1ZBW|1ZU8|2AOS|2B31|2DSZ|2DT0|2DT1|2DT2|2DT3|2O92|2OLH","","",Capra hircus,9925,""
GL_002249,"Lectin-like bacteriocin","",Q8GEJ9,"3M7H|3M7J|4GC1|4GC2","","",Pseudomonas putida,303,""
GL_004260,"Glucose-6-phosphate isomerase","",A7ZUP3,"","","",Escherichia coli O139:H28 str. E24377A,331111,""
GL_002638,"Glycogen [starch] synthase, liver","",P17625,"","","",Rattus norvegicus,10116,""
GL_003971,"Glucose-6-phosphate isomerase","",A2BR44,"","","",Prochlorococcus marinus str. AS9601,146891,""
GL_000110,"Brevican core protein","",P55068,"","","",Rattus norvegicus,10116,""
GL_003146,"Serine/threonine-protein phosphatase 1 regulatory subunit GAC1","",P28006,"","","",Saccharomyces cerevisiae S288C,559292,""
GL_004130,"ATP-dependent 6-phosphofructokinase","",P65696,"","","",Streptococcus agalactiae NEM316,211110,""
GL_001684,"Lectin alpha chain","",P81517,"2D3P|2D3R","","",Cratylia argentea,83131,""
GL_004551,"Lactose-binding protein","",P29822,"","","",Agrobacterium tumefaciens,358,""
GL_004154,"ATP-dependent 6-phosphofructokinase","",B8F8G9,"","","",Glaesserella parasuis SH0165,557723,""
GL_000512,"Galectin-9","",O08573,"2D6K|2D6L|2D6M|2D6N|2D6O|2D6P","","",Mus musculus,10090,""
GL_002346,"Tail spike protein","",P12528,"1CLW|1LKT|1QA1|1QA2|1QA3|1QQ1|1QRB|1QRC|1TSP|1TYU|1TYV|1TYW|1TYX|2VFM|2VFN|2VFO|2VFP|2VFQ|2VKY|2VNL|2XC1|3TH0|5GAI|8EAN|8EB7|8TVR|8U10|8U11|8U1O","","",Lederbergvirus P22,10754,""
GL_004759,"N-acetylmuramic acid 6-phosphate etherase","",C5BBH3,"","","",Edwardsiella ictaluri 93-146,634503,""
GL_000007,"Abrin-c","",P28590,"","","",Abrus precatorius,3816,""
GL_000299,"CD302 antigen","",Q8IX05,"2NAN","","",Homo sapiens,9606,""
GL_003325,"C-type lectin domain family 4 member M","",Q8HYC0,"","","",Pan troglodytes,9598,""
GL_004810,"N-acetylmuramic acid 6-phosphate etherase","",Q2YUY9,"","","",Staphylococcus aureus RF122,273036,""
GL_004027,"Glucose-6-phosphate isomerase","",B7JUF5,"","","",Rippkaea orientalis PCC 8801,41431,""
GL_000953,"Probable L-type lectin-domain containing receptor kinase VII.2","",O49445,"","","",Arabidopsis thaliana,3702,""
GL_001873,"Uncharacterized glycosidase Rv0584","",O86365,"","","",Mycobacterium tuberculosis H37Rv,83332,""
GL_004855,"N-acetylmuramic acid 6-phosphate etherase","",C3KUL4,"","","",Clostridium botulinum Ba4 str. 657,515621,""
GL_001182,"1,3-alpha-isomaltosidase","",D2PPM7,"5X3I|5X3J|5X3K","","",Kribbella flavida DSM 17836,479435,""
GL_002253,"Erythrocyte binding antigen 140","",Q8WS31,"4GF2|4JNO","","",Plasmodium falciparum,5833,""
GL_001640,"Glycogen phosphorylase, brain form (Fragment)","",P53534,"","","",Rattus norvegicus,10116,""
GL_002800,"Probable xyloglucan endotransglucosylase/hydrolase protein 5","",Q9XIW1,"","","",Arabidopsis thaliana,3702,""
GL_002824,"Pullulanase A","",A0A0H2UNG0,"2J44|2YA0|2YA1|2YA2","","",Streptococcus pneumoniae TIGR4,170187,""
GL_001756,"Probable alpha/beta-glucosidase ARB_02101","",D4B0X3,"","","",Trichophyton benhamiae CBS 112371,663331,""
GL_001730,"Neutral alpha-glucosidase C (Fragment)","",Q9BE70,"","","",Macaca fascicularis,9541,""
GL_002293,"Mannose-specific lectin 1","",B5LYJ9,"3R0E","","",Remusatia vivipara,189456,""
GL_000581,"Jacalin-related lectin 34","",O04310,"","","",Arabidopsis thaliana,3702,""
GL_000010,"Accessory gland protein Acp29AB","",Q9U968,"","","",Drosophila simulans,7240,""
GL_002796,"Xyloglucan endotransglucosylase/hydrolase protein A","",Q41638,"","","",Vigna angularis,3914,""
GL_001475,"Exo-beta-D-glucosaminidase","",Q56F26,"2VZO|2VZP|2VZQ|2VZR|2VZS|2VZT|2VZU|2VZV|2X05|2X09","","",Amycolatopsis orientalis,31958,""
GL_004125,"Glucose-6-phosphate isomerase","",A5VNM7,"","","",Brucella ovis ATCC 25840,444178,""
GL_000099,"Beta-galactoside-specific lectin 2","",Q6H266,"","","",Viscum album,3972,""
GL_003980,"Glucose-6-phosphate isomerase","",A1S413,"","","",Shewanella amazonensis SB2B,326297,""
GL_004943,"PKHD-type hydroxylase YbiX","",Q3Z3Y1,"","","",Shigella sonnei Ss046,300269,""
GL_004530,"Fructose-bisphosphate aldolase B","",P07341,"","","",Gallus gallus,9031,""
GL_001991,"C-type lectin domain family 18 member A","",A5D8T8,"","","",Homo sapiens,9606,""
GL_004593,"Lectin","",P02874,"","","",Onobrychis viciifolia,3882,""
GL_000900,"Polypeptide N-acetylgalactosaminyltransferase 14","",Q96FL9,"","","",Homo sapiens,9606,""
GL_003511,"Glucose-6-phosphate isomerase","",Q8G7I6,"","","",Bifidobacterium longum NCC2705,206672,""
GL_002552,"Hexokinase-2","",P83776,"","","",Candida albicans SC5314,237561,""
GL_003597,"D-ribose pyranase","",Q48JS8,"","","",Pseudomonas savastanoi pv. phaseolicola 1448A,264730,""
GL_004865,"N-acetylmuramic acid 6-phosphate etherase","",Q8CRD9,"","","",Staphylococcus epidermidis ATCC 12228,176280,""
GL_003352,"Glucose-6-phosphate isomerase","",B6J0K9,"","","",Coxiella burnetii CbuG_Q212,434923,""
GL_004857,"Autoinducer 2-binding protein LsrB","",Q8Z2X8,"5GTA","","",Salmonella enterica subsp. enterica serovar Typhi,90370,""
GL_004962,"Flavanone 3-dioxygenase 2","",Q8W2X5,"","","",Oryza sativa Japonica Group,39947,""
GL_000183,"C-type lectin domain family 4 member F","",P10716,"","","",Rattus norvegicus,10116,""
GL_003802,"Glucose-6-phosphate isomerase","",Q8NXF1,"","","",Staphylococcus aureus subsp. aureus MW2,196620,""
GL_004430,"D-ribose pyranase","",A0Q217,"","","",Clostridium novyi NT,386415,""
GL_004566,"Lectin","",Q93X49,"","","",Lens orientalis,129392,""
GL_001905,"Helix aspersa agglutinin (HAA)","",A0A0R4I963,"4Q56","","",Cornu aspersum,6535,""
GL_002059,"Protein OS-9 homolog","",Q99220,"2YMA|6VK3","","",Saccharomyces cerevisiae S288C,559292,""
GL_002930,"Prespore vesicle protein","",P08798,"","","",Dictyostelium discoideum,44689,""
GL_000165,"C-type lectin domain family 2 member I","",Q9WVF9,"3RS1","","",Mus musculus,10090,""
GL_003945,"ATP-dependent 6-phosphofructokinase","",P78985,"","","",Aspergillus niger,5061,""
GL_000863,"Phospholipase A2 inhibitor clone 04","",B1A4P7,"","","",Bothrops moojeni,98334,""
GL_004935,"Prolyl 3-hydroxylase sudestada1","",Q9I7H9,"","","",Drosophila melanogaster,7227,""
GL_001807,"Putative F-box protein PP2-B8","",Q9ZVQ8,"","","",Arabidopsis thaliana,3702,""
GL_002848,"Endoglucanase D","",P50400,"","","",Cellulomonas fimi,1708,""
GL_003654,"Probable glucose-6-phosphate isomerase","",Q8SRY1,"","","",Encephalitozoon cuniculi GB-M1,284813,""
GL_002046,"Mannose/glucose-specific lectin","",C0HLR9,"","","",Parkia pendula,1905032,""
GL_000177,"C-type lectin domain family 4 member D","",Q9Z2H6,"","","",Mus musculus,10090,""
GL_005201,"PKHD-type hydroxylase BTH_II1201","",Q2T602,"","","",Burkholderia thailandensis E264,271848,""
GL_002698,"Hexokinase-4, chloroplastic","",Q6Z398,"","","",Oryza sativa Japonica Group,39947,""
GL_001526,"Glucans biosynthesis protein D","",B5XWS2,"","","",Klebsiella pneumoniae 342,507522,""
GL_000347,"Cytolysin","",P19247,"4OWJ|4OWK|4OWL","","",Vibrio vulnificus CMCP6,216895,""
GL_003710,"Glucose-6-phosphate isomerase","",B5E379,"","","",Streptococcus pneumoniae G54,512566,""
GL_002072,"Scytovirin","",P86041,"2JMV|2QSK|2QT4","","",Scytonema varium,423208,""
GL_002027,"L-rhamnose-binding lectin CSL3","",P86179,"2ZX0|2ZX1|2ZX2|2ZX3|2ZX4","","",Oncorhynchus keta,8018,""
GL_000827,"NKG2-D type II integral membrane protein","",P61252,"","","",Macaca fascicularis,9541,""
GL_001232,"Alpha-mannosidase 2","",P27046,"","","",Mus musculus,10090,""
GL_003413,"ATP-dependent 6-phosphofructokinase","",A0RJJ6,"","","",Bacillus thuringiensis str. Al Hakam,412694,""
GL_000884,"Polypeptide N-acetylgalactosaminyltransferase 1","",O08912,"1XHB|8V9Q","","",Mus musculus,10090,""
GL_002043,"Lithostathine-2","",Q08731,"","","",Mus musculus,10090,""
GL_002208,"Codakine","",Q3KVL7,"2VUV|2VUZ","","",Codakia orbicularis,13016,""
GL_002057,"Protein ERGIC-53-like","",Q9HAT1,"","","",Homo sapiens,9606,""
GL_000661,"L-type lectin-domain containing receptor kinase VII.1","",Q9S9U1,"","","",Arabidopsis thaliana,3702,""
GL_000259,"Calnexin homolog","",Q39994,"","","",Helianthus tuberosus,4233,""
GL_001574,"Glucans biosynthesis protein G","",A4Y769,"","","",Shewanella putrefaciens CN-32,319224,""
GL_003707,"ATP-dependent 6-phosphofructokinase","",Q9WY52,"","","",Thermotoga maritima MSB8,243274,""
GL_000497,"Galectin-3","",P47845,"","","",Oryctolagus cuniculus,9986,""
GL_002549,"Hexokinase","",Q26609,"1BDG","","",Schistosoma mansoni,6183,""
GL_001864,"Transcriptional regulator LsrR","",Q57HE3,"","","",Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,321314,""
GL_003715,"Glucose-6-phosphate isomerase","",Q8NS31,"","","",Corynebacterium glutamicum ATCC 13032,196627,""
